from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
163,HYW,111,113,115
164,LW,96,99,104
164,LMC,101,105,111
164,MKT,113,115,118
165,LW,86,89,93
165,LMC,91,94,98
165,HG,112,116,
165,SB,118,,
165,MKT,103,106,108
165,HYW,112,114,117
166,LW,86,89,92
166,LMC,91,94,98
166,HG,108,112,117
166,MKT,96,99,105
166,HYW,106,109,114
167,LW,115,,
171,LW,87,89,91
171,LMC,92,94,96
171,HG,105,108,113
171,SB,114,118,
171,MKT,99,101,103
171,HYW,108,110,112
172,LW,82,84,87
172,LMC,87,89,92
172,HG,98,103,107
172,SB,112,117,
172,MKT,92,94,97
172,HYW,102,103,106
173,LW,98,99,101
173,LMC,103,105,107
173,HG,116,,
173,MKT,109,111,113
173,HYW,119,,
174,LW,88,90,93
174,LMC,93,95,98
174,HG,110,115,
174,MKT,103,106,111
174,HYW,112,115,119
175,LW,78,79,81
175,LMC,83,84,86
175,HG,95,98,104
175,SB,109,113,119
175,MKT,89,91,92
175,HYW,98,100,101
181,LW,99,103,107
181,LMC,105,109,113
181,MKT,114,118,
182,LW,100,104,107
182,LMC,107,110,114
184,LW,95,99,104
184,LMC,100,104,110
184,HG,117,,
184,MKT,111,116,
190,LW,92,95,98
190,LMC,97,100,103
190,HG,111,116,
190,MKT,102,106,109
190,HYW,111,115,118
191,LW,85,87,89
191,LMC,90,92,94
191,HG,109,114,
191,MKT,109,115,
191,HYW,115,119,
192,LW,85,87,89
192,LMC,90,92,94
192,HG,111,116,
192,MKT,107,113,117
192,HYW,115,118,
193,LW,102,104,105
193,LMC,107,109,112
195,LW,94,96,98
195,LMC,99,101,104
195,HG,119,,
197,LW,119,,
211,LW,67,68,69
211,LMC,72,73,74
211,HG,71,76,81
211,SB,97,100,103
211,MKT,77,79,80
211,HYW,86,88,89
212,LW,64,65,66
212,LMC,69,70,71
212,HG,69,73,78
212,SB,95,98,102
212,MKT,75,76,77
212,HYW,84,85,87
213,LW,63,64,66
213,LMC,68,69,71
213,HG,77,82,89
213,SB,105,108,111
213,MKT,74,75,77
213,HYW,83,84,86
214,LW,59,60,62
214,LMC,64,65,67
214,HG,74,78,83
214,SB,95,99,101
214,MKT,70,71,73
214,HYW,79,80,82
215,LW,58,59,60
215,LMC,63,64,65
215,HG,76,80,85
215,SB,100,103,107
215,MKT,69,70,72
215,HYW,78,79,81
216,LW,65,66,67
216,LMC,70,71,72
216,HG,72,77,84
216,SB,96,98,101
216,MKT,76,77,78
216,HYW,85,86,87
217,LW,58,59,60
217,LMC,63,64,65
217,HG,77,81,85
217,SB,104,108,111
217,MKT,69,70,72
217,HYW,78,80,81
220,LW,58,59,60
220,LMC,63,64,65
220,HG,74,78,82
220,SB,91,94,96
220,MKT,69,70,71
220,HYW,78,79,80
221,LW,59,60,61
221,LMC,64,65,66
221,HG,79,83,88
221,SB,92,95,98
221,MKT,70,71,72
221,HYW,79,80,81
222,LW,57,58,59
222,LMC,62,63,64
222,HG,78,82,85
222,SB,89,92,95
222,MKT,67,69,70
222,HYW,77,78,80
225,LW,64,65,66
225,LMC,69,70,71
225,HG,73,78,83
225,SB,93,96,99
225,MKT,75,76,77
225,HYW,84,85,86
226,LW,67,68,69
226,LMC,72,73,74
226,HG,78,84,88
226,SB,100,103,106
226,MKT,77,79,81
226,HYW,86,88,90
227,LW,59,60,61
227,LMC,64,65,66
227,HG,78,81,86
227,SB,87,90,95
227,MKT,69,71,72
227,HYW,79,80,82
228,LW,60,61,62
228,LMC,65,66,67
228,HG,73,77,82
228,SB,91,93,97
228,MKT,71,72,73
228,HYW,80,81,83
229,LW,58,59,60
229,LMC,63,64,65
229,HG,74,77,81
229,SB,89,92,95
229,MKT,69,70,71
229,HYW,78,79,80
231,LW,59,60,61
231,LMC,64,65,66
231,HG,82,86,92
231,SB,96,100,103
231,MKT,70,71,73
231,HYW,79,80,82
232,LW,62,63,65
232,LMC,67,68,70
232,HG,83,86,91
232,SB,96,99,103
232,MKT,76,77,79
232,HYW,85,86,88
233,LW,64,65,67
233,LMC,69,70,72
233,HG,85,88,92
233,SB,99,103,107
233,MKT,76,77,79
