from_id,to_id,travel_time_p25,travel_time_p50,travel_time_p75
163,HYW,111,112,114
164,LW,97,101,103
164,LMC,102,106,111
164,MKT,113,115,119
165,LW,86,90,93
165,LMC,91,95,99
165,HG,111,115,118
165,SB,114,,
165,MKT,103,106,109
165,HYW,113,115,117
166,LW,87,90,94
166,LMC,92,95,99
166,HG,107,112,117
166,SB,118,,
166,MKT,98,101,105
166,HYW,107,110,114
167,LW,108,,
167,LMC,113,,
171,LW,87,89,91
171,LMC,92,94,96
171,HG,104,108,113
171,SB,114,118,
171,MKT,99,100,103
171,HYW,108,110,112
172,LW,82,84,87
172,LMC,87,89,92
172,HG,99,103,107
172,SB,111,116,
172,MKT,92,95,97
172,HYW,101,104,107
173,LW,97,98,100
173,LMC,102,103,105
173,HG,115,,
173,MKT,109,111,113
173,HYW,118,,
174,LW,80,81,83
174,LMC,85,86,88
174,HG,110,115,
174,SB,118,,
174,MKT,94,96,98
174,HYW,104,105,107
175,LW,78,79,81
175,LMC,83,84,86
175,HG,97,101,107
175,SB,109,113,115
175,MKT,89,90,92
175,HYW,98,99,101
181,LW,97,102,106
181,LMC,103,107,112
181,MKT,113,117,
182,LW,100,104,107
182,LMC,106,111,114
184,LW,94,99,103
184,LMC,100,104,109
184,HG,115,,
184,MKT,111,115,119
190,LW,93,95,97
190,LMC,98,101,103
190,HG,111,116,
190,MKT,103,106,109
190,HYW,112,115,118
191,LW,84,86,87
191,LMC,89,91,92
191,HG,109,114,119
191,MKT,108,114,
191,HYW,114,117,
192,LW,84,86,87
192,LMC,89,91,92
192,HG,111,116,
192,MKT,109,114,118
192,HYW,115,119,
193,LW,101,102,104
193,LMC,106,108,111
195,LW,95,96,98
195,LMC,100,102,104
196,LW,119,,
197,LW,119,,
211,LW,67,68,69
211,LMC,72,73,74
211,HG,71,76,80
211,SB,80,82,85
211,MKT,78,79,81
211,HYW,86,87,89
212,LW,64,65,66
212,LMC,69,70,71
212,HG,68,73,78
212,SB,82,84,85
212,MKT,75,76,77
212,HYW,84,85,87
213,LW,64,65,66
213,LMC,69,70,71
213,HG,77,82,86
213,SB,84,86,88
213,MKT,74,75,77
213,HYW,83,84,86
214,LW,59,60,62
214,LMC,64,65,67
214,HG,71,72,75
214,SB,70,72,74
214,MKT,70,71,73
214,HYW,78,79,81
215,LW,58,59,60
215,LMC,63,64,65
215,HG,77,79,81
215,SB,79,81,83
215,MKT,69,71,72
215,HYW,78,80,81
216,LW,65,66,67
216,LMC,70,71,72
216,HG,73,77,80
216,SB,77,79,81
216,MKT,75,77,78
216,HYW,83,85,86
217,LW,58,59,60
217,LMC,63,64,65
217,HG,78,80,82
217,SB,79,81,83
217,MKT,69,70,72
217,HYW,78,80,81
220,LW,58,59,60
220,LMC,63,64,65
220,HG,74,77,80
220,SB,79,82,83
220,MKT,69,70,71
220,HYW,78,79,81
221,LW,59,60,61
221,LMC,64,65,66
221,HG,79,81,84
221,SB,80,82,84
221,MKT,70,71,72
221,HYW,79,80,82
222,LW,57,58,59
222,LMC,62,63,64
222,HG,78,79,81
222,SB,78,80,82
222,MKT,68,70,71
222,HYW,77,79,80
225,LW,64,65,66
225,LMC,69,70,71
225,HG,73,78,81
225,SB,81,83,84
225,MKT,75,76,77
225,HYW,84,85,86
226,LW,66,68,69
226,LMC,71,73,74
226,HG,78,83,87
226,SB,87,90,92
226,MKT,77,79,80
226,HYW,86,88,90
227,LW,59,60,61
227,LMC,64,65,66
227,HG,78,80,82
227,SB,80,82,85
227,MKT,69,71,72
227,HYW,79,80,81
228,LW,60,61,62
228,LMC,65,66,67
228,HG,72,76,80
228,SB,80,82,83
228,MKT,71,72,74
228,HYW,80,81,82
229,LW,58,59,60
229,LMC,63,64,65
229,HG,73,76,80
229,SB,79,81,83
229,MKT,69,70,72
229,HYW,78,79,81
231,LW,59,60,62
231,LMC,64,65,67
231,HG,81,85,90
231,SB,92,94,95
231,MKT,70,72,73
231,HYW,79,81,82
232,LW,63,64,65
232,LMC,68,69,70
232,HG,83,87,90
232,SB,89,91,93
232,MKT,75,77,79
232,HYW,84,86,88
233,LW,64,65,67
233,LMC,69,70,72
